Total Response,Attended Bootcamp Count,Degree Count,Num of Male,Male Percentage,Num of Female,Female Percentage,Num of nonbinary Gender Identification,Other Gender Percentage,Avg Post Bootcamp Salary,Attended Bootcamp Percentage
15380,953,716,496,0.52,326,0.34,131,0.14,$63740.51,0.06
